code,kis_sector,kis_market,updated_at
051900,화학,KOSPI200,2026-08-31T03:45:32.793263+00:00
051910,화학,KOSPI200,2026-08-29T15:36:48.245892+00:00
051915,화학,KOSPI,2026-08-31T03:47:40.852073+00:00
051980,전기·전자,KOSDAQ,2026-09-04T04:31:24.543028+00:00
052020,유통,KOSDAQ,2026-09-04T04:28:18.108155+00:00
052400,IT 서비스,KSQ150,2026-09-04T04:32:22.122142+00:00
052690,일반서비스,KOSPI200,2026-08-31T03:47:06.245720+00:00
053030,제약,KOSDAQ,2026-09-04T04:31:37.806568+00:00
053610,기계·장비,KOSDAQ,2026-09-04T04:29:22.362275+00:00
053800,IT 서비스,KSQ150,2026-09-04T04:27:05.586092+00:00
055550,금융,KOSPI200,2026-08-29T15:36:12.498823+00:00
056080,기계·장비,KSQ150,2026-09-04T04:32:28.043816+00:00
056190,기계·장비,KSQ150,2026-08-29T15:39:45.497306+00:00
058470,전기·전자,KSQ150,2026-08-29T15:38:06.144465+00:00
058610,전기·전자,KSQ150,2026-08-29T15:38:50.457542+00:00
058970,IT 서비스,KOSDAQ,2026-09-04T04:29:10.840751+00:00
060250,금융,KSQ150,2026-09-04T04:24:26.102818+00:00
060280,유통,KSQ150,2026-09-04T04:29:20.760002+00:00
060370,건설,KSQ150,2026-08-29T15:38:59.503854+00:00
062040,전기·전자,KOSPI200,2026-08-31T03:48:02.041327+00:00
063080,IT 서비스,KOSDAQ,2026-09-04T04:27:22.823231+00:00
064260,IT 서비스,KOSDAQ,2026-09-04T04:27:32.182608+00:00
064350,운송장비·부품,KOSPI200,2026-08-29T15:37:02.429883+00:00
064400,IT 서비스,KOSPI200,2026-08-29T15:37:44.543163+00:00
064550,제약,KOSDAQ,2026-09-04T04:24:30.591450+00:00
064760,비금속,KSQ150,2026-08-29T15:38:30.543659+00:00
065350,전기·전자,KSQ150,2026-08-29T15:39:55.152121+00:00
065660,유통,KOSDAQ,2026-09-04T04:24:34.110898+00:00
066570,전기·전자,KOSPI200,2026-08-29T15:36:23.250634+00:00
066970,전기·전자,KOSPI200,2026-08-31T03:47:50.104931+00:00
067160,IT 서비스,KSQ150,2026-09-04T04:24:37.905434+00:00
067310,전기·전자,KSQ150,2026-08-29T15:38:40.222478+00:00
067630,제약,KOSDAQ,2026-09-04T04:24:41.393509+00:00
068240,전기·전자,KOSDAQ,2026-09-04T04:27:17.053188+00:00
068270,제약,KOSPI200,2026-08-29T15:36:18.127087+00:00
068760,제약,KSQ150,2026-08-29T15:38:56.661290+00:00
069080,IT 서비스,KSQ150,2026-09-04T04:24:44.877033+00:00
069500,ETF(실물복제/수익증권),ETF,2026-08-29T15:36:35.195244+00:00
071050,금융,KOSPI200,2026-08-29T15:37:15.528345+00:00
073570,기타제조,KOSDAQ,2026-09-04T04:28:57.168114+00:00
073640,금속,KOSDAQ,2026-09-04T04:29:28.102034+00:00
074600,비금속,KSQ150,2026-09-04T04:24:47.932591+00:00
078130,종이·목재,KOSDAQ,2026-09-04T04:27:01.299711+00:00
078340,IT 서비스,KSQ150,2026-09-04T04:24:51.730883+00:00
078600,전기·전자,KSQ150,2026-08-29T15:39:11.399823+00:00
078930,금융,KOSPI200,2026-08-29T15:37:10.939709+00:00
079370,기계·장비,KOSDAQ,2026-09-04T04:30:55.657615+00:00
079550,금속,KOSPI200,2026-08-29T15:37:00.150621+00:00
080220,전기·전자,KSQ150,2026-08-29T15:38:33.978891+00:00
081660,유통,KOSPI200,2026-09-04T04:26:31.594935+00:00
082270,기계·장비,KSQ150,2026-09-04T04:24:54.061559+00:00
082740,기계·장비,KOSPI200,2026-08-31T03:47:59.861826+00:00
082800,제약,KOSDAQ,2026-09-04T04:31:59.394768+00:00
082920,전기·전자,KSQ150,2026-08-29T15:39:19.927797+00:00
083450,기계·장비,KOSDAQ,2026-08-29T15:39:57.423007+00:00
083650,기계·장비,KSQ150,2026-08-29T15:38:53.844017+00:00
084110,제약,KOSDAQ,2026-09-04T04:24:57.580832+00:00
084370,기계·장비,KSQ150,2026-08-29T15:38:27.119574+00:00
084850,전기·전자,KOSDAQ,2026-09-04T04:25:00.477766+00:00
084990,일반서비스,KOSDAQ,2026-09-04T04:25:03.721133+00:00
085370,UNKNOWN,KOSPI,2026-09-04T04:27:53.653995+00:00
085660,제약,KSQ150,2026-09-04T04:25:08.019935+00:00
086280,운송·창고,KOSPI200,2026-08-29T15:37:01.859178+00:00
086450,제약,KOSDAQ,2026-08-29T15:39:32.427359+00:00
086520,금융,KSQ150,2026-08-29T15:37:59.870733+00:00
086790,금융,KOSPI200,2026-08-29T15:36:20.981365+00:00
086900,제약,KOSDAQ,2026-09-04T04:25:13.491426+00:00
087010,제약,KSQ150,2026-08-29T15:38:11.244215+00:00
088350,보험,KOSPI200,2026-09-04T04:33:58.693222+00:00
088800,전기·전자,KOSDAQ,2026-09-04T04:25:18.861026+00:00
088980,인프라투용,KOSPI,2026-08-31T03:45:40.917798+00:00
089030,기계·장비,KSQ150,2026-08-29T15:38:58.933298+00:00
089970,기계·장비,KSQ150,2026-08-29T15:39:07.453835+00:00
089980,화학,KOSDAQ,2026-09-04T04:25:23.212525+00:00
090360,기계·장비,KSQ150,2026-09-04T04:33:06.067169+00:00
090430,화학,KOSPI200,2026-08-29T15:37:33.150784+00:00
090460,전기·전자,KOSPI,2026-09-04T04:27:44.866023+00:00
090710,기계·장비,KSQ150,2026-09-04T04:28:05.840269+00:00
091120,전기·전자,KOSDAQ,2026-09-04T04:29:39.811325+00:00
091700,전기·전자,KOSDAQ,2026-09-04T04:27:49.591837+00:00
091990,UNKNOWN,KOSPI,2026-08-31T03:45:44.905074+00:00
093320,IT 서비스,KOSDAQ,2026-09-04T04:33:57.294879+00:00
094170,전기·전자,KOSDAQ,2026-09-04T04:29:34.226982+00:00
094360,전기·전자,KOSDAQ,2026-09-04T04:30:16.923208+00:00
095340,유통,KSQ150,2026-08-29T15:38:19.175502+00:00
095500,화학,KOSDAQ,2026-09-04T04:28:36.564196+00:00
095610,기계·장비,KSQ150,2026-08-29T15:38:28.263993+00:00
095660,IT 서비스,KSQ150,2026-09-04T04:26:34.492248+00:00
095700,일반서비스,KOSDAQ,2026-09-04T04:25:27.038557+00:00
096530,제약,KSQ150,2026-08-29T15:38:57.233869+00:00
096770,화학,KOSPI200,2026-08-29T15:36:47.098827+00:00
097950,음식료·담배,KOSPI200,2026-08-31T03:45:48.440991+00:00
098460,기계·장비,KSQ150,2026-08-29T15:38:54.417122+00:00
099190,의료·정밀기기,KOSDAQ,2026-09-04T04:29:19.121160+00:00
099320,운송장비·부품,KSQ150,2026-08-29T15:39:59.116829+00:00
100090,금속,KOSPI,2026-09-04T04:26:47.266550+00:00
100790,금융,KSQ150,2026-08-29T15:39:49.474694+00:00
101360,전기·전자,KOSDAQ,2026-09-04T04:30:46.636520+00:00
101490,전기·전자,KSQ150,2026-08-29T15:39:44.925248+00:00
101670,금속,KOSDAQ,2026-09-04T04:28:38.881347+00:00
101730,IT 서비스,KSQ150,2026-09-04T04:27:39.072477+00:00
102110,ETF(실물복제/수익증권),ETF,2026-08-29T15:37:19.511983+00:00
102710,화학,KOSDAQ,2026-09-04T04:33:00.988143+00:00
102940,제약,KOSDAQ,2026-09-04T04:28:34.549666+00:00
103140,금속,KOSPI200,2026-09-04T04:32:48.368038+00:00
103590,전기·전자,KOSPI,2026-09-04T04:33:45.042242+00:00
105560,금융,KOSPI200,2026-08-29T15:36:07.945125+00:00
106240,전기·전자,KOSDAQ,2026-09-04T04:28:10.338833+00:00
107600,화학,KOSDAQ,2026-09-04T04:28:19.970418+00:00
108320,전기·전자,KOSPI,2026-09-04T04:25:30.447049+00:00
108490,기계·장비,KSQ150,2026-08-29T15:38:20.881082+00:00
108860,IT 서비스,KOSDAQ,2026-09-04T04:28:51.048849+00:00
112040,IT 서비스,KSQ150,2026-08-31T03:47:03.346881+00:00
112610,금속,KOSPI200,2026-08-31T03:47:32.313046+00:00
114190,전기·전자,KOSDAQ,2026-09-04T04:28:53.530825+00:00
114840,화학,KOSDAQ,2026-09-04T04:31:28.792109+00:00
115180,일반서비스,KOSDAQ,2026-09-04T04:33:03.245622+00:00
115450,유통,KOSDAQ,2026-09-04T04:30:39.912021+00:00
119850,전기·전자,KOSDAQ,2026-08-29T15:39:47.204607+00:00
119860,UNKNOWN,KOSPI,2026-09-04T04:28:45.086878+00:00
121600,화학,KSQ150,2026-09-04T04:27:40.128375+00:00
121800,전기·전자,KOSDAQ,2026-09-04T04:27:21.405387+00:00
122870,오락·문화,KSQ150,2026-09-04T04:25:33.967849+00:00
124500,IT 서비스,KSQ150,2026-08-29T15:39:38.692285+00:00
126340,전기·전자,KOSDAQ,2026-09-04T04:33:48.945376+00:00
127120,일반서비스,KOSDAQ,2026-08-29T15:39:20.500708+00:00
128940,제약,KOSPI200,2026-08-29T15:37:54.237517+00:00
131290,의료·정밀기기,KSQ150,2026-08-29T15:38:34.551429+00:00
